itemId,destinationLabel,description,category,city,rating,lat,long,image,wikipediaArticle,coordinates
GsCTVCYTfdAtf8pBFxazNg,Museum Kerang,Museum Kerang adalah salah satu museum yang ditetapkan sebagai lembaga konservasi dalam bentuk sebuah museum zoologi.,1,48,4.2,-8.503279375,115.3259173,,https://id.wikipedia.org/wiki/Museum_Kerang,"https://www.google.com/maps?q=-8.503279375,115.3259173"
YNWaJ8jovfthK6d5kejHKG,Museum Keraton Solo,Museum Karaton Surakarta Hadiningrat atau Museum Keraton Solo adalah museum khusus yang mengoleksi benda-benda budaya peninggalan Karaton Kasunanan Surakarta Hadiningrat. Museum Keraton terbagi menjadi dua bangunan utama di bagian barat dan timur.,1,159,4.6,-7.5779003,110.8267612,,https://id.wikipedia.org/wiki/Museum_Keraton_Solo,"https://www.google.com/maps?q=-7.5779003,110.8267612"
h6VZTdtzVdxVJEBJNU54pi,Museum Keraton Yogyakarta,"Keraton Yogyakarta terletak di tengah kota Yogyakarta, memiliki beberapa museum, yaitu Museum Lukisan, Museum Sri Sultan Hamengkubuwono IX, Museum Kereta, dan Museum Batik. Di samping itu, hampir seluruh bagian kraton digunakan sebagai tempat penyimpanan benda-benda budaya bernilai, termasuk replikanya.",1,177,4.6,-7.80613054,110.3641591,,https://id.wikipedia.org/wiki/Museum_Keraton_Yogyakarta,"https://www.google.com/maps?q=-7.80613054,110.3641591"
4n48kr4pjKuwpPVb7zkEgo,Museum Keris Nusantara,"Museum Keris Nusantara merupakan sebuah museum yang dibangun oleh Direktorat Jenderal Kebudayaan, Kementerian Pendidikan dan Kebudayaan melalui Direktorat Pelestarian Cagar Budaya dan Permuseuman sejak 2013 lalu diresmikan oleh Presiden Republik Indonesia, Joko Widodo pada tanggal 9 Agustus 2017. Museum Keris berada di lokasi eks gedung Rumah Sakit Jiwa Mangunjayan, dan direncanakan akan menyatu dengan ruang terbuka hijau (RTH) di kawasan Stadion R Maladi Sriwedari.",1,159,4.6,-7.56881,110.81085,,https://id.wikipedia.org/wiki/Museum_Keris_Nusantara,"https://www.google.com/maps?q=-7.56881,110.81085"
8mBejqzR3c5HBuxpbhXSE2,Museum Kesehatan Surabaya,"Museum Kesehatan Dr. Adhyatma, MPH adalah museum kesehatan yang dirintis Pemerintah Indonesia melalui Departemen Kesehatan pada tanggal 16 Desember 2003. Museum Kesehatan Dr. Adhyatma, MPH, berlokasi di Jl. Indrapura 17 Surabaya Jawa Timur.",1,158,4.4,-7.239955479,112.732064,,https://id.wikipedia.org/wiki/Museum_Kesehatan_Surabaya,"https://www.google.com/maps?q=-7.239955479,112.732064"
EFnBKf4snfJYqrvDGJLSU3,Museum Kesehatan dan Kedokteran Indonesia,"Museum Kesehatan dan Kedokteran Indonesia atau Museum IMERI adalah sebuah museum yang beralamat lengkap di Jalan Salemba Raya Nomor 6, Kenari, Senen, Jakarta Pusat.  Pendirian museum ini khusus untuk digunakan sebagai tempat pembelajaran dan pendidikan di bidang kesehatan dan kedokteran.",1,58,4.7,-6.19497,106.84903,,https://id.wikipedia.org/wiki/Museum_Kesehatan_dan_Kedokteran_Indonesia,"https://www.google.com/maps?q=-6.19497,106.84903"
cDEAGMxLsWzgJDMyuoz5tU,Museum Koleksi dan Galeri Raz,"Museum Koleksi dan Galeri Raz (nama resmi: Raz Collection Museum and Gallery, dikenal juga sebagai Raz Museum and Gallery) adalah museum khusus yang didirikan oleh Rahmawaty Sofyan Raz. Museum ini berisi koleksi benda kenang-kenangan dari keluarga Raz.",1,108,5,3.56811,98.64381,,https://id.wikipedia.org/wiki/Museum_Koleksi_dan_Galeri_Raz,"https://www.google.com/maps?q=3.56811,98.64381"
Kad3UmiXYrSSjYbEV7rHde,Museum Kota Langsa,"Museum Kota Langsa adalah museum umum yang berada di Gedung Balai Juang Kota Langsa yang didirikan pada tahun 2016. Sebelum dikenal sebagai Gedung Balai Juang, museum ini bernama Het Kantoorgebouw Der Atjehsche Handel-Maatschappij Te Langsar.",1,91,4.7,4.471232709,97.9675827,,https://id.wikipedia.org/wiki/Museum_Kota_Langsa,"https://www.google.com/maps?q=4.471232709,97.9675827"
JhpnpoGgj3pVoaJqmaK6ni,Museum Kota Lhokseumawe,Museum Kota Lhokseumawe adalah museum yang terletak di Kota Lhokseumawe yang berdiri pada tahun 2014. Pengelola museum ini adalah Dinas Pendidikan dan Kebudayaan Kota Lhokseumawe.,1,93,4.2,5.180545212,97.14054205,,https://id.wikipedia.org/wiki/Museum_Kota_Lhokseumawe,"https://www.google.com/maps?q=5.180545212,97.14054205"
5uLqjNhk7EuWnwFkXiHaWr,Museum Kretek,"Museum Kretek adalah sebuah museum yang terletak di Kudus, Jawa Tengah, Indonesia. Bangunan Museum Kretek yang berdiri di atas areal seluas 2 hektar ini terbilang sangat indah dan megah. Di depannya ada dua bangunan terpisah berasitektur rumah adat Kudus dan surau gaya Kudus.",1,82,4.3,-6.82655,110.83865,,https://id.wikipedia.org/wiki/Museum_Kretek,"https://www.google.com/maps?q=-6.82655,110.83865"
nhBByZwofXCTxQ6jXjcjcX,Museum La Pawawoi,"Museum La Pawawoi merupakan bangunan bekas Istana Andi Mappanyukki Sultan Ibrahim Raja Bone ke XXXII. Bangunan ini berdiri di lahan 600 m² dengan luas 150 m² yang terletak di Jl. K.H. Thamrin No.9 Watampone, Kecamatan Tenete Rianttang Kabupaten Bone, Provinsi Sulawesi Selatan 602. Museum ini didirikan sejak 5 Januari 1971 oleh Bupati Bone, H. Suaib.[1] La Pawawoi diambil dari raja Bone XXXI yang merupakan salah satu pahlawan Nasional yaitu La Pawawoi Karaeng Sigeri.",1,35,4.6,-4.537392267,120.3289189,"http:https://maps.wikimedia.org/img/osm-intl,10,a,a,270x200.png?lang=id&domain=id.wikipedia.org&title=Museum+La+Pawawoi&revid=22363986&groups=_afc15bb8804b7ed81ec7d098393b46e8957bcf29",https://id.wikipedia.org/wiki/Museum_La_Pawawoi,"https://www.google.com/maps?q=-4.537392267,120.3289189"
muKUiicyfqFmLDtpuUgcQv,Museum Lampung,"Museum Tanah Lampung atau Museum Lampung, adalah sebuah museum yang terletak di Kota Bandar Lampung, provinsi Lampung, Indonesia. Beralamat di Jalan ZA Pagar Alam No.64 Bandar Lampung.",1,11,4.5,-5.37223,105.24092,http://upload.wikimedia.org/wikipedia/id/thumb/5/52/Museum_Lampung.jpg/150px-Museum_Lampung.jpg,https://id.wikipedia.org/wiki/Museum_Lampung,"https://www.google.com/maps?q=-5.37223,105.24092"
RF2JqULqG2xyythsmvbREa,Museum Landorundun,"Museum Landorundun adalah museum khusus yang memamerkan benda-benda tentang Suku Toraja. Nama museum diambil dari nama Landorundun yang merupakan seorang putrri bangsawan dari Gunung Sesean, Toraja.",1,172,3.5,-2.959444444,119.9158333,,https://id.wikipedia.org/wiki/Museum_Landorundun,"https://www.google.com/maps?q=-2.959444444,119.9158333"
mb23VZBLbRk5QqLgyXBTQ7,Museum Le Mayeur,"Museum Le Mayeur adalah museum yang berlokasi di Sanur, provinsi Bali, Indonesia. ",1,45,4.2,-8.6748773,115.2636777,,https://id.wikipedia.org/wiki/Museum_Le_Mayeur,"https://www.google.com/maps?q=-8.6748773,115.2636777"
nwhoNzZVjKxE2vTjBAkq4i,Museum Lembaga Tembakau Jember,"Museum Lembaga Tembakau Jember adalah sebuah museum yang berada di Jalan Kalimantan Nomor 1, Krajan Timur, Sumbersari, Kabupaten Jember, Jawa Timur. Museum ini khusus memamerkan beragam jenis tembakau dan peralatan pembuatan serta hasil diversifikasi produk dari Tembakau.",1,64,4.6,-8.1589279,113.712365,,https://id.wikipedia.org/wiki/Museum_Lembaga_Tembakau_Jember,"https://www.google.com/maps?q=-8.1589279,113.712365"
LMWeTZwKsnuaoP9MemN7da,Museum Linggam Cahaya,"Museum Linggam Cahaya merupakan salah satu museum di Kabupaten Lingga, Provinsi Kepulauan Riau yang didirikan pada tahun 2002. Pendirian museum ini dilatarbelakangi oleh keinginan pemerintah daerah Kabupaten Lingga untuk mengamankan dan melestarikan benda-benda bersejarah yang ada di Kabupaten Lingga.",1,95,4.5,-0.21614,104.60086,,https://id.wikipedia.org/wiki/Museum_Linggam_Cahaya,"https://www.google.com/maps?q=-0.21614,104.60086"
LCAbbkAsoG44DKXEW8ihz7,Museum Listrik dan Energi Baru,"Museum Listrik dan Energi Baru (Museum LEB) adalah salah satu museum sains yang menyajikan koleksi peragaan tentang energi dan listrik yang berada di Taman Mini Indonesia Indah. Rancang-bangunnya mengacu pada konsep arsitektur berbentuk tapak ""Struktur Atom"", yaitu satu proton dikelilingi tiga elektron, diaplikasikan dalam bentuk Anjungan Listrik yang dikelilingi tiga bangunan lain, yakni Anjungan Energi Baru, Anjungan Energi Fosil, dan Anjungan Energi Konvensional.",1,60,4.6,-6.303353,106.9049733,,https://id.wikipedia.org/wiki/Museum_Listrik_dan_Energi_Baru,"https://www.google.com/maps?q=-6.303353,106.9049733"
nYWDLraPkqJRQ2kk8k9WiZ,Museum Loka Budaya Universitas Cendrawasih,"Museum Lokal Budaya merupakan salah satu museum di Jayapura yang berada di Kawasan Universitas Cendrawasih di Abepura, Indonesia. Museum ini diirikan pada tahun 1970 dan diresmikan oleh Dirjen Pendidikan dan Kebudayaan Republik Indonesia pada masa itu, Prof. Dr. Ida Bagus Mantra pada 1 Oktober 1973. Mulanya, pembangunan museum ini adalah keinginan seorang arkeolog Amerika Michael Rockefeller untuk mengoleksi patung Suku Asmat dan memanjangnya di Museum New York.N aas, kapal yang ditumpangi Rockfeller terbalik karena diterjang badai sehingga koleksi patung-patung Suku Asmat tersebut tertinggal di Papua yang kemudian dibuatkan museum yang didanai oleh Rockefeller Foundation.",1,63,4.5,-2.61064,140.66043,,https://id.wikipedia.org/wiki/Museum_Lokal_Budaya_Universitas_Cendrawasih,"https://www.google.com/maps?q=-2.61064,140.66043"
72h8sjGv2yVKWnuz7aP67z,Museum Loka Jala Crana,"Museum Loka Jala Crana berdiri pada tanggal 19 September 1969 oleh Ibu R. Mulyadi, isteri panglima Angkatan Laut Laksamana R. Moeljadi, dengan nama Museum Akabri Laut. Pada tahun 1973, tepatnya pada tanggal 10 Juli 1973, statusnya ditingkatkan menjadi Museum TNI Angkatan Laut.",1,81,4.5,-7.226260082,112.7186275,,https://id.wikipedia.org/wiki/Museum_Loka_Jala_Crana,"https://www.google.com/maps?q=-7.226260082,112.7186275"
ggyrEbxmLimEavviwnVEgE,Museum Lukisan Sidik Jari,Museum Lukisan Sidik Jari adalah museum khusus yang menampilkan koleksi lukisan sidik jari. Pendiri museum ini adalah I Gusti Ngurah Gede Pemecutan.,1,45,4.4,-8.663152139,115.2411275,,https://id.wikipedia.org/wiki/Museum_Lukisan_Sidik_Jari,"https://www.google.com/maps?q=-8.663152139,115.2411275"
ZqwFHKEBLTSomABsAnDgLw,Museum Mandala Bhakti,Museum Mandala Bhakti adalah museum yang terdapat di Semarang Jawa Tengah. Museum ini adalah museum perjuangan TNI yang terletak di Jalan Soegijapranata No. 1 tepat berhadapan dengan monumen Tugu Muda.,1,145,4.7,-6.984520612,110.4093092,"http:https://maps.wikimedia.org/img/osm-intl,10,a,a,270x200.png?lang=id&domain=id.wikipedia.org&title=Museum+Mandala+Bhakti&revid=22886852&groups=_b600fd6538bd3a90060a92c8413db4ff550ee6ba",https://id.wikipedia.org/wiki/Museum_Mandala_Bhakti,"https://www.google.com/maps?q=-6.984520612,110.4093092"
R2rm4yVrH7edp8cgigUHNn,Museum Mandala Pembebasan Irian Barat,"Museum Monumen Mandala Pembebasan Irian Barat adalah sebuah museum yang terletak di Jalan Jenderal Sudirman Nomor 2, Kelurahan Baru, Kecamatan Ujung Pandang, Kota Makassar, Provinsi Sulawesi Selatan, Indonesia. Status museum ini adalah museum khusus yang mengoleksi diorama, tiruan pakaian dan ruang kerja Komando Mandala.",1,101,4.5,-5.137461151,119.4136141,,https://id.wikipedia.org/wiki/Museum_Monumen_Mandala_Pembebasan_Irian_Barat,"https://www.google.com/maps?q=-5.137461151,119.4136141"
Dqy66uE2MTvj7P5jzwSeHM,Museum Manusia Purba Gilimanuk,"Museum Manusia Prasejarah Gilimanuk adalah sebuah museum yang berada di lingkungan Asri, Kelurahan Gilimanuk, Kecamatan Melaya, Kabupaten Jembrana, Provinsi Bali, Indonesia. Fungsi museum ini khusus untuk mengoleksi dan memamerkan benda-benda arkeologi yang ditemukan di Situs Purbakala Gilimanuk.",1,65,4.4,-8.16745,114.44061,,https://id.wikipedia.org/wiki/Museum_Manusia_Prasejarah_Gilimanuk,"https://www.google.com/maps?q=-8.16745,114.44061"
M6gx2xEqtKDEaJvCG58BpC,Museum Maritim Indonesia,"Museum Maritim adalah museum yang menjadikan aspek kemaritiman sebagai tema utamanya. Di dalam museum maritim, dipamerkan berbagai benda bersejarah seperti kapal, lukisan, senjata angkatan laut, atau benda-benda lain yang berhubungan dengan dunia maritim.",1,61,4.9,-6.10744,106.8826534,,https://id.wikipedia.org/wiki/Museum_Maritim_Indonesia,"https://www.google.com/maps?q=-6.10744,106.8826534"
GPqdBBMsgqgpd3mf8oBdXh,Museum Marketing 3.0,"Museum of Marketing adalah museum yang didirikan oleh Philip Koller, Hermawan Kartajaya dan Tjokorda Gde Raka Sukama. Didirikan pada tanggal 27 Mei 2011.",1,48,4.6,-8.505080042,115.2607164,,https://id.wikipedia.org/wiki/Museum_Marketing_3.0,"https://www.google.com/maps?q=-8.505080042,115.2607164"
8yTk5ntR5T268JMgj2Yd4s,Museum Masjid Agung Demak,Museum Masjid Agung Demak adalah sebuah museum yang terletak di dalam kompleks Masjid Agung Demak dalam lingkungan alun-alun kota Demak. Museum ini buka tiap hari dari Senin hingga Minggu pada jam kerja.,1,44,4.6,-6.89424,110.63774,,https://id.wikipedia.org/wiki/Museum_Masjid_Agung_Demak,"https://www.google.com/maps?q=-6.89424,110.63774"
Zes3adXJWTRnBpAaGKbz8m,Museum Matan,Museum Matan adalah museum umum yang didirikan di bekas keraton Kesultanan Matan Ketapang. Nama lainnya adalah Museum Gusti Saunan.,1,78,,-1.240643941,109.9488484,,https://id.wikipedia.org/wiki/Museum_Matan,"https://www.google.com/maps?q=-1.240643941,109.9488484"
FDcHSXZ6jc632ePryGkiwN,Museum Memorial Kedaton Sultan Ternate,Museum Memorial Kedaton Sultan Ternate merupakan museum yang dibangun oleh Sultan Muhammad Ali pada 24 November 1813. Bangunan museum ini berbentuk segi delapan yang menggambarkan singa sedang duduk dengan dua kaki depan menopang kepalanya.,1,169,4.5,0.80054,127.38405,,https://id.wikipedia.org/wiki/Museum_Memorial_Kedaton_Sultan_Ternate,"https://www.google.com/maps?q=0.80054,127.38405"
3bm3xUqAS3fUt7engkQGdA,Museum Misi Muntilan Pusat Animasi Misioner,"Museum Misi Muntilan Pusat Animasi Misioner adalah museum yang terletak di Jalan Kartini 3, Muntilan, Magelang, Jawa Tengah. Museum ini didirikan khusus untuk menjelaskan sejarah tentang gereja Keuskupan Agung Semarang.",1,99,4.6,-7.581821313,110.2929744,,https://id.wikipedia.org/wiki/Museum_Misi_Muntilan_Pusat_Animasi_Misioner,"https://www.google.com/maps?q=-7.581821313,110.2929744"
FYE33uN5DDrWB5gmacXhrT,Museum Monumen Kesatuan Pergerakan Wanita Indonesia,"Museum Monumen Kesatuan Pergerakan Indonesia merupakan Museum Pergerakan Wanita Indonesia yang digunakan sebagai sarana untuk mengenang masa lalu perjuangan para wanita Indonesia. Pada museum ini, kita akan melihat beberapa koleksi maupun ilustrasi foto mengenai peranan perjuangan para wanita Indonesia dari masa ke masa.",1,152,4.8,-7.78369,110.3933,,https://id.wikipedia.org/wiki/Museum_Monumen_Kesatuan_Pergerakan_Wanita_Indonesia,"https://www.google.com/maps?q=-7.78369,110.3933"
RXjjNWFZPcGTeGJM7YtbbH,Museum Monumen Pangeran Diponegoro Sasana Wiratama,Museum Monumen Pangeran Diponegoro adalah museum sekaligus monumen kediaman Pangeran ketika dikepung oleh pihak Belanda.,1,177,4.4,-7.78713,110.351395,,https://id.wikipedia.org/wiki/Museum_Monumen_Pangeran_Diponegoro,"https://www.google.com/maps?q=-7.78713,110.351395"
NmdcFXFE4DrKvXpqjTomLP,Museum Monumen Perjuangan Rakyat Sumatera Bagian Selatan,"Museum Monumen Perjuangan Rakyat atau bisa juga disebut dengan Museum Monpera adalah museum yang terletak di pusat Kota Palembang, Provinsi Sumatera Selatan. Alamat lengkapnya di Jalan Merdeka No. 1, Kelurahan 19 Ilir, Kecamatan Ilir Barat I. Museum Monpera dibangun untuk memperingati serangan dari Agresi Militer Belanda II yang pada saat itu Belanda mengepung Kota Palembang dengan mengerahkan tank dan artileri.",1,119,4.6,-2.98983,104.76072,,https://id.wikipedia.org/wiki/Museum_Monumen_Perjuangan_Rakyat,"https://www.google.com/maps?q=-2.98983,104.76072"
78hJaP2wegXfrYFo8nTtNB,Museum Multatuli,Museum Multatuli adalah museum umum yang menempati bekas Wedana Rangkasbitung yang telah digunakan sejak tahun 1923. Kepemilikan Museum Multatuli dipegang oleh Pemerintah Kabupaten Lebak dan pengelolaannya diserahkan kepada Dinas Pendidikan dan Kebudayaan Kabupaten Lebak.,1,92,4.6,-6.360636869,106.2472236,,https://id.wikipedia.org/wiki/Museum_Multatuli,"https://www.google.com/maps?q=-6.360636869,106.2472236"
VexsAmSfw3zjqRkaV5QUKu,Museum Nahdlatul Ulama,Museum Nahdlatul Ulama adalah museum khusus yang memberikan informasi tentang sejarah Nahdlatul Ulama dan perkembangannya. Pembukaan Museum Nahdlatul Ulama dilakan pada tanggal 25 November 2004 oleh Abdurrahman Wahid.,1,158,4.6,-7.338075893,112.7244166,,https://id.wikipedia.org/wiki/Museum_Nahdlatul_Ulama,"https://www.google.com/maps?q=-7.338075893,112.7244166"
iTaGyNN6qdCPRDTnmq6qyC,Museum Naladipa,"Museum Naladipa adalah museum khusus yang terletak di Desa Dermaji, Kecamatan Lumbir, Kabupaten Banyumas, Provinsi Jawa Tengah, Indonesia. Pembangunan Museum Naladipa ditujukan untuk menyimpan berbagai dokumentasi sejarah yang berkaitan dengan kearifan lokal masyarakat desa.",1,19,4.6,-7.417395083,108.9486218,,https://id.wikipedia.org/wiki/Museum_Naladipa,"https://www.google.com/maps?q=-7.417395083,108.9486218"
NFS9GopMmAczvp9PX4ckJh,Museum Nasional Jogja,"Museum Nasional Jogja, (bahasa Inggris: Jogja National Museum, JNM) adalah museum dan galeri seni kontemporer yang berdiri di bawah naungan Yayasan Yogyakarta Seni Nusantara (YSSN). Museum ini beralamat di Jalan Amri Yahya No. 1, Gampingan, Wirobrajan, Yogyakarta. Kompleks bangunan JNM merupakan bekas kampus Akademi Seni Rupa Indonesia (sekarang Institut Seni Indonesia Yogyakarta) yang memiliki luas 1,4 ha dan menjadi tempat diskusi dan pameran seni.",1,177,4.6,-7.800156125,110.3534327,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Indonesia_Yogyakarta_City_location_map.svg/220px-Indonesia_Yogyakarta_City_location_map.svg.png,https://id.wikipedia.org/wiki/Museum_Nasional_Jogja,"https://www.google.com/maps?q=-7.800156125,110.3534327"
89qJNve4BX5LF5nnk9fnDE,Museum Nasional Ketransmigrasian,"Museum Nasional Ketransmigrasian adalah salah satu museum nasional yang mendokumentasikan catatan sejarah tentang keberhasilan proses transmigrasi di Indonesia yang terletak di Provinsi Lampung. Museum ini merupakan museum transmigrasi pertama dan yang satu-satunya yang ada di dunia. Museum Nasional Ketransmigrasian tepatnya terletak di Desa Bagelen, Kecamatan Gedong Tataan, Kabupaten Pesawaran. Museum Nasional Ketransmigrasian  dibangun karena alasan historis. Museum ini dibangun dengan lahan seluas 63 hektare. Museum dibangun bertingkat sehingga terdapat 3 lantai. Di museum ini juga terdapat kolam renang, sentra kerajinan, panggung terbuka, 10 anjungan rumat adat dari daerah asal transmigran, perpustakaan, mushola, tempat parkir, lapangan, areal persawahan, dan masih ada lagi.",1,131,4.2,-5.3776289,105.1049164,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Indonesia_Sumatra_location_map.svg/220px-Indonesia_Sumatra_location_map.svg.png,https://id.wikipedia.org/wiki/Museum_Nasional_Ketransmigrasian,"https://www.google.com/maps?q=-5.3776289,105.1049164"
DjaxrezJjFvY2YiNckeMHt,Museum Ne' Gandeng,"Museum Ne' Gandeng adalah museum yang terletak di Lembang Palangi, Kecamatan Balusu, Kabupaten Toraja Utara, Provinsi Sulawesi Selatan. Nama Museum Ne' Gandeng berasal dari nama salah satu tokoh masyarakat Toraja yang bernama Ne' Gandeng. Museum Ne' Gandeng terdiri dari beberapa bangunan yang menerapkan gaya arsitektur Tongkonan. Koleksi Museum Ne' Gandeng berupa batu menhir, patung Ne’ Gandeng, patung kerbau, dan gong belang. Selain koleksi benda-benda bersejarah, Museum Ne' Gandeng juga memiliki pondok-pondok yang berbentuk rumah adat Toraja. Museum Ne' Gandeng menjadi tempat wisata dan tempat upacara adat bagi masyarakat Toraja. Museum Ne' Gandeng berada dalam kepemilikan dan pengelolaan dari Keluarga Besar Ne' Gandeng. Pendirian Museum Ne' Gandeng bertujuan untuk memberitahukan dan menyebarkan pengetahuan tentang budaya Toraja kepada masyarakat umum.",1,172,4.4,-2.928736401,119.9490063,,https://id.wikipedia.org/wiki/Museum_Ne%27_Gandeng,"https://www.google.com/maps?q=-2.928736401,119.9490063"
7efcEUEGgH3Fi3oHhX7oEq,Museum Negeri Gayo,Museum Negeri Gayo merupakan museum yang terletak di Kabupaten Aceh Tengah. Museum ini diresmikan oleh pemerintah daerah Kabupaten Aceh Tengah pada tanggal 26 September 2005. Koleksi mahakarya di Museum Negeri Gayo berupa benda-benda peninggalan sejarah dan pra-sejarah Gayo yang ditemukan di Loyang Mendale dan Ujung Karang oleh peneliti Balai Arkeologi Medan.,1,1,4,4.62745,96.84797,,https://id.wikipedia.org/wiki/Museum_Negeri_Gayo,"https://www.google.com/maps?q=4.62745,96.84797"
RuhMoo2qtS28nKqZDyyVFs,Museum Negeri Nusa Tenggara Barat,"Museum Negeri Nusa Tenggara Barat adalah museum yang terletak di Mataram, Lombok, Indonesia. Museum ini adalah museum negeri provinsi Nusa Tenggara Barat. Museum ini mengoleksi 7.387 benda (2006) berkaitan dengan kesenian tradisional Lombok dan Sumbawa (misalnya keris, songket, keranjang dan masker) serta subjek terkait seperti geologi, arkeologi, arsitektur, biologi, keramik, lukisan, dan lain-lain.",1,107,4.5,-8.58487,116.086,"http:https://maps.wikimedia.org/img/osm-intl,10,a,a,270x200.png?lang=id&domain=id.wikipedia.org&title=Museum+Negeri+Nusa+Tenggara+Barat&revid=21914114&groups=_c4065864ca3ba8bcce679a23253d3da36bce4c30",https://id.wikipedia.org/wiki/Museum_Negeri_Nusa_Tenggara_Barat,"https://www.google.com/maps?q=-8.58487,116.086"
jyxbsVvixe4U8mtw2rBTif,Museum Negeri Pontianak,"Museum Negeri Pontianak terletak di Pontianak, Kalimantan Barat, Indonesia, dekat dengan Universitas Tanjungpura. Museum ini terbuat dari beton, dengan relif-relif beton yang menggambarkan gaya kehidupan dari Kalbar 2 etnis minoritas yang cukup dikenal adalah: Melayu dan Dayak. Pada museum ini terdapat beberapa artefak-artefak penting bagi yang berasal dari suku Dayak, seperti baju tribal dan kerajinan tangan dan ini sudah dikenal selama 16 abad, salah satu contoh nya adalah tempayan (kendi air). yang juga ada di Thailand, China and Borneo.",1,134,4.4,-0.04836111,109.3430833,,https://id.wikipedia.org/wiki/Museum_Negeri_Pontianak,"https://www.google.com/maps?q=-0.04836111,109.3430833"
oUDtBzpjU5qZnWmVwgks6i,Museum Negeri Provinsi Banten,"Museum Negeri Provinsi Banten adalah museum umum yang menempati gedung lama Pendopo Gubernur Banten di Kota Serang. Bangunan Museum Negeri Provinsi Banten merupakan bekas Kantor Residen Banten yang didirikan pada 26 Januari 1821. Museum ini diresmikan pada 29 Oktober 2015 oleh Gubernur Banten, Rano Karno.",1,146,4.4,-6.115704804,106.1503599,,https://id.wikipedia.org/wiki/Museum_Negeri_Provinsi_Banten,"https://www.google.com/maps?q=-6.115704804,106.1503599"
MAcxQ3KJisn3DadCw3yMUf,Museum Negeri Provinsi Papua,"Museum Negeri Provinsi Papua adalah sebuah museum yang bertempat di distrik Heram, kota Jayapura, Papua, Indonesia. Museum ini didirikan pada tahun 1981 dan secara resmi dimanfaatkan sebagai museum sejak tahun 1983.",1,63,4,-2.595003251,140.6308702,"http:https://maps.wikimedia.org/img/osm-intl,10,a,a,270x200.png?lang=id&domain=id.wikipedia.org&title=Museum+Negeri+Provinsi+Papua&revid=15760904&groups=_2ec063ff9d4f1b1626e1fc4a58b83e3d62a0ccc2",https://id.wikipedia.org/wiki/Museum_Negeri_Provinsi_Papua,"https://www.google.com/maps?q=-2.595003251,140.6308702"
Lex5gVK9HCsk634iPMpC3n,Museum Negeri Provinsi Sulawesi Tenggara,"Museum Negeri Provinsi Sulawesi Tenggara adalah sebuah museum yang terletak di Kota Kendari, Sulawesi Tenggara. Terletak di Jl. Abunawas No. 191. Cikal bakal berdirinya Museum Negeri Provinsi Sulawesi Tenggara dimulai sejak 1978-1979 dalam wadah proyek pembinaan permuseuman yang dikelola bidang PSK (Peninggalan Sejarah dan Kepurbakalaan), Kantor Wilayah Departemen Pendidikan dan Kebudayaan Provinsi Sulawesi Tenggara.",1,75,4.2,-3.97698,122.51774,,https://id.wikipedia.org/wiki/Museum_Negeri_Provinsi_Sulawesi_Tenggara,"https://www.google.com/maps?q=-3.97698,122.51774"
fc5iyj2i4AWc6ta5QRB3HB,Museum Negeri Sulawesi Utara,Museum Negeri Sulawesi Utara adalah yang terletak di sulawesi utara tepatnya di kota manado. museum ini menyimpan berbagai warisan budaya leluhur dan budaya kearifan lokal leluhur dari pra sejarah hingga zaman modern hingga saat ini.,1,104,4.2,1.48826,124.84468,,https://id.wikipedia.org/wiki/Museum_Negeri_Provinsi_Sulawesi_Utara,"https://www.google.com/maps?q=1.48826,124.84468"
DmFs6R8sKLPb9fqA9yDkW9,Museum Nekara,Museum Tanadoang atau Museum Nekara adalah museum khusus yang memberikan informasi tentang kebudayaan masyarakat dan kegiatan perdagangan di Pulau Selayar pada masa lalu. Koleksi museum memberikan informasi khususnya mengenai hari keagamaan dan pernikahan di Pulau Selayar.,1,76,4.5,-6.147809507,120.4521253,,https://id.wikipedia.org/wiki/Museum_Tanadoang,"https://www.google.com/maps?q=-6.147809507,120.4521253"
b5LYqkf2SmGxEK9ajGSwM5,Museum Njana Tilem,"Museum Njana Tilem adalah sebuah museum yang terletak di Jalan Raya Mas Nomor 162, Desa Mas, Kecamatan Ubud, Kabupaten Gianyar, Provinsi Bali. Pendirian Museum Njana (dibaca Nyana) Tilem khusus untuk mengoleksi benda-benda tentang seni patung Bali.",1,48,4.7,-8.536653,115.2697547,,https://id.wikipedia.org/wiki/Museum_Njana_Tilem,"https://www.google.com/maps?q=-8.536653,115.2697547"
64AGt2Pr4ExQ9f6ipmUKvj,Museum Nyamuk,"Museum Nyamuk merupakan tempat wisata bertemakan nyamuk yang terletak di Jalan Raya Pangandaran Km. 3, Babakan, Pangandaran, Pangandaran, Jawa Barat 46396.[1] Museum ini berada di Kompleks Loka Libang dan dikelola oleh Loka Litbang Pengendalian Penyakit Bersumber Binatang (P2B2) Balitbangkes Kemenkes.",1,121,4.4,-7.673768072,108.6802001,,https://id.wikipedia.org/wiki/Museum_Nyamuk,"https://www.google.com/maps?q=-7.673768072,108.6802001"
